pcode,name,birth,age,height,weight,pitch_type,team
52705,유상빈,20000509,24,181.0,81.0,LO,한화
50709,박정현,20010727,22,183.0,80.0,RO,한화
53734,스미스,19900412,34,193.0,102.0,RO,한화
74857,정우람,19850601,38,181.0,83.0,LO,한화
69213,윤산흠,19990515,25,178.0,74.0,RO,한화
50705,강재민,19970403,27,180.0,89.0,RO,한화
53664,앤더슨,19941029,29,193.0,102.0,RO,KIA
69620,김기훈,20000103,24,184.0,93.0,LO,KIA
52009,알포드,19940720,29,185.0,95.0,RO,KT
50066,강현우,20010413,23,180.0,90.0,RO,KT
53036,류현인,20001108,23,174.0,80.0,RO,KT
60566,이상호,19890205,35,180.0,82.0,RO,KT
53057,손민석,20040621,19,177.0,70.0,RO,KT
61186,이천웅,19881020,35,182.0,90.0,LO,LG
51111,송승기,20020410,22,181.0,90.0,LO,LG
51203,안재석,20020215,22,185.0,75.0,RO,두산
53211,로하스,19930224,31,183.0,90.0,RO,두산
64086,신성현,19901019,33,183.0,92.0,RO,두산
66201,고봉재,19930514,31,184.0,84.0,RU,두산
50202,안권수,19930419,31,175.0,80.0,RO,롯데
52547,렉스,19931112,30,188.0,86.0,RO,롯데
50558,스트레일리,19881201,35,189.0,100.0,RO,롯데
53594,이태연,20040221,20,180.0,80.0,LO,롯데
53562,이진하,20040602,19,191.0,96.0,RO,롯데
65643,문경찬,19920708,31,186.0,85.0,RO,롯데
51463,피렐라,19891121,34,183.0,99.0,RO,삼성
50404,뷰캐넌,19890511,35,190.0,90.0,RO,삼성
50449,허윤동,20010619,22,181.0,90.0,LO,삼성
66451,최충연,19970305,27,190.0,85.0,RO,삼성
53955,마틴,19950905,28,175.0,83.0,RO,NC
74465,박석민,19850622,38,178.0,88.0,RO,NC
51996,오태양,20020425,22,178.0,67.0,RO,NC
53913,페디,19930225,31,193.0,92.0,RO,NC
67954,김진호,19980607,25,183.0,90.0,RO,NC
68639,하준영,19990906,24,182.0,79.0,LO,NC
61411,심창민,19930201,31,185.0,86.0,RU,NC
69343,요키시,19890729,34,188.0,93.0,LO,키움
53833,맥카티,19951012,28,173.0,83.0,LO,SSG
69839,백승건,20001029,23,183.0,85.0,LO,SSG
52873,신헌민,20020719,21,187.0,88.0,RO,SSG
50030,소형준,20010916,22,189.0,92.0,RO,KT
65516,배제성,19960929,27,189.0,85.0,RO,KT
69134,이정용,19960326,28,186.0,85.0,RO,LG
63248,함덕주,19950113,29,181.0,78.0,LO,LG
50293,양찬열,19970525,27,179.0,84.0,RO,두산
52457,수아레즈,19891008,34,190.0,120.0,RO,삼성
65933,구창모,19970217,27,183.0,85.0,LO,NC
69416,이해승,20000801,23,180.0,86.0,RO,삼성
50312,신준우,20010621,22,176.0,80.0,RO,키움
62263,변시원,19930401,31,178.0,87.0,RU,키움
52145,플럿코,19911003,32,190.0,95.0,RO,LG
68805,최상민,19990820,24,178.0,75.0,LO,SSG
50126,이민호,20010830,22,189.0,93.0,RO,LG
51264,최승용,20010511,23,190.0,87.0,LO,두산
50357,박주홍,20010416,23,187.0,87.0,LO,키움
51359,장재영,20020510,22,188.0,83.0,RO,키움
51301,김성진,19971114,26,183.0,77.0,RO,키움
64022,안중열,19950901,28,176.0,87.0,RO,NC
64718,최영환,19920220,32,179.0,93.0,RO,롯데
60140,신정락,19870513,37,178.0,78.0,RU,롯데
65464,최정용,19961024,27,178.0,75.0,RO,KIA
66354,주효상,19971111,26,182.0,85.0,RO,KIA
68415,양창섭,19990922,24,182.0,85.0,RO,삼성
64017,심재민,19940218,30,182.0,92.0,LO,KT
69203,송승환,20001028,23,183.0,93.0,RO,두산
63700,장운호,19940220,30,183.0,90.0,RO,한화
50720,남지민,20010212,23,181.0,100.0,RO,한화
51991,오장한,20020520,22,185.0,90.0,RO,NC
66064,김태오,19970729,26,183.0,84.0,LO,KT
53645,메디나,19961218,27,185.0,84.0,RO,KIA
79150,정주현,19901013,33,176.0,76.0,RO,LG
68346,김수환,19980320,26,180.0,91.0,RO,키움
53040,슐서,19940505,30,188.0,88.0,RO,KT
68463,윤정빈,19990624,24,182.0,93.0,RO,삼성
52348,박찬혁,20030425,21,180.0,87.0,RO,키움
68130,김영준,19990112,25,185.0,89.0,RO,LG
52903,조민석,19981221,25,180.0,81.0,RO,NC
62242,윤명준,19890618,34,178.0,78.0,RO,롯데
64407,김호재,19950531,28,178.0,72.0,RO,삼성
64793,김민수,19910302,33,177.0,80.0,RO,삼성
69706,허관회,19990212,25,176.0,93.0,RO,한화
64469,송준석,19940504,30,176.0,78.0,LO,삼성
51586,김창훈,20011109,22,185.0,98.0,RO,롯데
67119,고우석,19980806,25,182.0,90.0,RO,LG
53303,송재선,20000630,23,177.0,73.0,RO,키움
64051,이영준,19911010,32,184.0,96.0,LO,키움
67956,김태현,19980321,26,188.0,95.0,LO,NC
51460,이재희,20011011,22,187.0,88.0,RO,삼성
63905,윤형준,19940131,30,186.0,97.0,RO,NC
64944,박대온,19950828,28,182.0,85.0,RO,NC
64805,이승진,19950107,29,186.0,86.0,RO,두산
64266,이성곤,19920325,32,186.0,104.0,RO,한화
67603,이승호,19990208,25,187.0,95.0,LO,키움
66741,김재영,19930722,30,187.0,88.0,RU,한화
52405,조민성,20031022,20,181.0,88.0,RO,삼성
53865,김정민,20040307,20,180.0,75.0,LO,SSG
53844,김건웅,20000508,24,186.0,118.0,RO,SSG
50007,문상준,20010314,23,183.0,80.0,RO,KT
69064,강민성,19991208,24,180.0,85.0,RO,KT
66702,이시원,19960724,27,178.0,72.0,LO,KT
67504,김민수,19980318,26,184.0,97.0,RO,롯데
53233,딜런,19960604,27,185.0,92.0,RO,두산
64014,김병희,19901206,33,180.0,82.0,RO,KT
52402,김상민,20031206,20,183.0,83.0,RO,삼성
51393,김준형,20020712,21,182.0,91.0,RO,키움
69399,윤정현,19930517,31,186.0,100.0,LO,키움
78148,정찬헌,19900126,34,186.0,95.0,RO,키움
68106,이재원,19990717,24,192.0,100.0,RO,LG
67063,문상인,19980131,26,185.0,79.0,RO,KT
63145,배재준,19941124,29,188.0,80.0,RO,LG
64047,조현우,19940330,30,182.0,79.0,LO,KT
73801,송은범,19840317,40,182.0,93.0,RO,LG
64657,박준태,19910726,32,182.0,88.0,RO,키움
67807,이정범,19980410,26,178.0,88.0,LO,SSG
69507,박영완,20000722,23,183.0,85.0,RO,롯데
53505,윤수녕,20000301,24,173.0,73.0,RO,롯데
66662,신범수,19980125,26,177.0,83.0,RO,KIA
52769,권광민,19971212,26,189.0,102.0,LO,한화
52295,이원재,20030507,21,187.0,98.0,LO,두산
64717,지시완,19940410,30,181.0,105.0,RO,롯데
67454,나원탁,19940820,29,183.0,100.0,RO,롯데
69056,박민석,20000413,24,180.0,77.0,RO,KT
65117,이상규,19961020,27,185.0,77.0,RO,LG
68466,이태훈,19950403,29,183.0,95.0,RO,삼성
74513,장원준,19850731,38,184.0,85.0,LO,두산
79290,국해성,19891008,34,180.0,95.0,RO,롯데
52558,진승현,20030905,20,184.0,108.0,RO,롯데
68909,최보성,19981016,25,181.0,88.0,RO,NC
52902,임지민,20031011,20,185.0,82.0,RO,NC
68659,김유신,19990614,24,187.0,100.0,LO,KIA
52667,윤도현,20030507,21,181.0,84.0,RO,KIA
53105,송대현,20000203,24,180.0,82.0,RO,LG
67610,김석환,19990228,25,187.0,97.0,LO,KIA
53029,김정운,20040421,20,184.0,84.0,RO,KT
53927,와이드너,19941024,29,183.0,92.0,RO,NC
69702,김건,20000223,24,183.0,79.0,RO,한화
53298,백승우,20000104,24,183.0,95.0,LO,두산
50995,정구범,20000616,23,183.0,71.0,LO,NC
68556,정성종,19951116,28,181.0,93.0,RO,롯데
53596,장세진,20041230,19,179.0,80.0,LO,롯데
50441,황동재,20011103,22,191.0,97.0,RO,삼성
61156,송윤준,19920716,31,186.0,85.0,LO,한화
68830,김정우,19990515,25,183.0,87.0,RO,두산
68419,최채흥,19950122,29,186.0,98.0,LO,삼성
65522,김강현,19950227,29,177.0,84.0,RO,롯데
69168,이상영,20001203,23,192.0,95.0,LO,LG
67421,최지광,19980313,26,173.0,88.0,RO,삼성
51604,김선우,20010118,23,178.0,80.0,RO,KIA
53795,이민준,20040202,20,185.0,74.0,RO,한화
68848,조성훈,19990322,25,188.0,85.0,RO,SSG
66492,김승현,19920709,31,180.0,105.0,RO,KIA
65844,박세웅,19960510,28,180.0,87.0,LO,삼성
53322,맥키니,19941118,29,181.0,83.0,LO,키움
53716,윌리엄스,19930908,30,190.0,97.0,LO,한화
65058,정성곤,19960710,27,181.0,80.0,LO,SSG
62920,노건우,19891022,34,182.0,100.0,LO,삼성
53665,산체스,19941031,29,185.0,75.0,RO,KIA
51706,장지승,19980704,25,185.0,90.0,RO,한화
51803,박형준,20010628,22,184.0,105.0,RO,롯데
52606,파노니,19940428,30,185.0,92.0,LO,KIA
53506,구드럼,19920228,32,190.0,99.0,RO,롯데
50304,김병휘,20010216,23,177.0,79.0,RO,키움
78517,하준호,19890429,35,174.0,78.0,LO,KT
53300,오상원,20040721,19,184.0,82.0,RO,키움
67202,박유연,19981220,25,177.0,77.0,RO,두산
69442,김도환,20000414,24,178.0,90.0,RO,삼성
67365,양지율,19981216,25,184.0,103.0,RO,키움
62655,홍성민,19890715,34,191.0,87.0,RU,키움
53909,태너,19941130,29,184.0,92.0,LO,NC
52460,김서준,20030901,20,183.0,78.0,RO,삼성
67768,김태욱,19980415,26,187.0,88.0,LO,롯데
63440,이흥련,19890516,35,183.0,91.0,RO,SSG
53587,배영빈,20000626,23,178.0,70.0,RO,롯데
50204,박지훈,20000907,23,183.0,80.0,RO,두산
69636,오선우,19961213,27,186.0,95.0,LO,KIA
53460,강준서,20001013,23,183.0,85.0,RO,삼성
67467,김시현,19980926,25,181.0,89.0,RO,삼성
66859,김주한,19930203,31,184.0,93.0,RU,SSG
64896,서동민,19940307,30,186.0,90.0,RO,SSG
51701,조현진,20020910,21,182.0,69.0,RO,NC
69803,서상준,20000114,24,193.0,108.0,RO,SSG
52731,박준영,20030302,21,190.0,103.0,RO,한화
53560,석상호,20000414,24,182.0,102.0,RO,롯데
53469,박권후,20040528,20,184.0,80.0,RO,삼성
69991,하준수,20000507,24,189.0,95.0,RO,NC
64029,류희운,19950619,28,191.0,129.0,RO,한화
69762,박윤철,19960323,28,186.0,92.0,RO,한화
65964,이우석,19960416,28,185.0,80.0,RO,NC
67993,이재용,19990228,25,182.0,86.0,RO,한화
63103,류원석,19891118,34,186.0,89.0,RU,한화
69804,채현우,19951121,28,182.0,80.0,RO,SSG
69209,페르난데스,19880427,36,178.0,83.0,RO,두산
52234,스탁,19891121,34,185.0,97.0,RO,두산
52712,터크먼,19901203,33,188.0,95.0,LO,한화
51764,정민규,20030110,21,183.0,95.0,RO,한화
63765,김종수,19940603,29,180.0,80.0,RO,한화
66630,김현준,19970605,26,182.0,78.0,RO,KIA
52112,루이즈,19940522,30,188.0,95.0,RO,LG
52366,푸이그,19901207,33,188.0,108.0,RO,키움
69366,이명기,20000103,24,186.0,105.0,RO,키움
69328,박주성,20001109,23,181.0,95.0,RO,키움
52526,피터스,19951212,28,202.0,109.0,RO,롯데
71564,이대호,19820621,41,194.0,130.0,RO,롯데
78361,전민수,19890318,35,177.0,76.0,RO,NC
65462,김기환,19950825,28,182.0,74.0,RO,NC
52904,마티니,19900627,33,182.0,93.0,LO,NC
61869,정진기,19921010,31,185.0,92.0,RO,NC
69940,루친스키,19881230,35,188.0,91.0,RO,NC
52827,크론,19930217,31,196.0,115.0,RO,SSG
51863,폰트,19900524,34,193.0,113.0,RO,SSG
65343,김택형,19961010,27,185.0,90.0,LO,SSG
64006,심우준,19950428,29,183.0,75.0,RO,KT
61197,최영진,19880510,36,185.0,87.0,RO,삼성
69418,박승규,20000902,23,178.0,78.0,RO,삼성
77248,오재원,19850209,39,185.0,75.0,RO,두산
50815,킹험,19911108,32,196.0,106.0,RO,한화
78629,나지완,19850519,39,182.0,105.0,RO,KIA
52637,놀린,19891226,34,193.0,113.0,LO,KIA
52516,조세진,20031121,20,181.0,86.0,RO,롯데
79358,강윤구,19900710,33,183.0,89.0,LO,롯데
50036,이강준,20011214,22,180.0,80.0,RO,롯데
60288,김응민,19911022,32,178.0,90.0,RO,NC
51967,파슨스,19920906,31,196.0,93.0,RO,NC
60339,김건태,19911002,32,185.0,85.0,RO,NC
51895,장지훈,19981206,25,177.0,78.0,RO,SSG
79847,김태훈,19900519,34,176.0,88.0,LO,SSG
51003,권동진,19980912,25,182.0,86.0,RO,KT
66493,임대한,19930813,30,178.0,85.0,RO,삼성
52645,로니,19960106,28,184.0,80.0,RO,KIA
52308,애플러,19930105,31,196.0,104.0,RO,키움
52394,노운현,20030622,20,186.0,80.0,RO,키움
79545,진명호,19890320,35,193.0,102.0,RO,롯데
78536,김대우,19840726,39,190.0,104.0,RO,롯데
50040,데스파이네,19870404,37,182.0,92.0,RO,KT
52833,노바,19870112,37,193.0,102.0,RO,SSG
60181,김지용,19880220,36,174.0,86.0,RO,두산
51722,카펜터,19900822,33,196.0,104.0,LO,한화
51100,이영빈,20020617,21,182.0,82.0,RO,LG
60343,이해창,19870511,37,184.0,85.0,RO,한화
64100,박재욱,19951206,28,180.0,78.0,RO,LG
69113,임준형,20001116,23,180.0,82.0,LO,LG
78247,홍상삼,19900213,34,188.0,85.0,RO,KIA
68403,김윤수,19991208,24,183.0,94.0,RO,삼성
61743,오준혁,19920311,32,188.0,95.0,RO,SSG
64906,강민국,19920110,32,176.0,78.0,RO,키움
50992,김태경,20010407,23,188.0,95.0,RO,NC
50203,권휘,20001207,23,181.0,87.0,RO,두산
65506,김재유,19920807,31,180.0,82.0,RO,롯데
61295,강동연,19921218,31,195.0,94.0,RO,NC
66615,류승현,19970701,26,176.0,84.0,RO,KIA
52557,스파크맨,19920511,32,189.0,95.0,RO,롯데
51257,미란다,19890110,35,188.0,86.0,LO,두산
52764,허인서,20030711,20,182.0,93.0,RO,한화
69539,서준원,20001105,23,185.0,104.0,RU,롯데
51809,조요한,20000106,24,191.0,101.0,RO,SSG
52391,송정인,20030505,21,187.0,83.0,RO,키움
76329,이현승,19831011,40,179.0,87.0,LO,두산
65869,이현석,19920607,31,175.0,90.0,RO,SSG
69810,김규남,19950512,29,183.0,97.0,RO,SSG
51302,이주형,20020705,21,183.0,96.0,LO,키움
73738,안영명,19841119,39,183.0,90.0,RO,KT
51009,전진영,19980430,26,177.0,77.0,RO,KT
68362,추재현,19990222,25,178.0,85.0,LO,롯데
52119,허준혁,19990702,24,180.0,85.0,RO,LG
63435,김성표,19940317,30,179.0,65.0,RO,삼성
67760,원혁재,19950129,29,177.0,80.0,LO,한화
66833,임석진,19971010,26,180.0,98.0,RO,KIA
64501,배성근,19950427,29,183.0,86.0,RO,롯데
52867,윤태현,20031010,20,189.0,93.0,RU,SSG
67048,이정현,19971205,26,188.0,93.0,RO,KT
52994,박동수,19990524,25,177.0,85.0,RO,NC
51060,지명성,20020215,22,173.0,65.0,RO,KT
51013,유준규,20020816,21,176.0,69.0,RO,KT
52568,한태양,20030915,20,181.0,76.0,RO,롯데
51269,강현구,20020616,21,186.0,98.0,RO,두산
52809,전영준,20020416,22,192.0,110.0,RO,SSG
52149,조원태,20030510,21,186.0,92.0,LO,LG
52804,석정우,19990120,25,180.0,82.0,RO,SSG
68002,양승혁,19990929,24,173.0,68.0,RO,KT
52715,이재민,19991227,24,188.0,79.0,RO,한화
51867,김건우,20020712,21,185.0,88.0,LO,SSG
52514,김세민,20030614,20,183.0,78.0,RO,롯데
61396,박정준,19920322,32,184.0,100.0,RU,삼성
63628,고영창,19890224,35,189.0,100.0,RO,KIA
50641,장재혁,20010802,22,180.0,86.0,RO,KIA
75340,전유수,19861129,37,185.0,95.0,RO,KT
66660,남하준,19960913,27,182.0,78.0,RO,KIA
68204,권민석,19990220,25,184.0,74.0,RO,두산
78643,백용환,19890320,35,180.0,95.0,RO,한화
69500,김민수,19960611,27,180.0,96.0,RO,롯데
52707,라미레즈,19931128,30,188.0,97.0,RO,한화
76720,정범모,19870326,37,184.0,94.0,RO,NC
64499,김재현,19910830,32,176.0,73.0,RO,SSG
51307,이재홍,19981217,25,171.0,70.0,RO,키움
62937,신재영,19891118,34,185.0,97.0,RU,SSG
72133,박용택,19790421,45,185.0,90.0,RO,LG
51640,권혁경,20020123,22,187.0,94.0,RO,KIA
66113,김호은,19920103,32,181.0,87.0,RO,LG
50573,김민기,19960214,28,177.0,83.0,RO,롯데
52806,라가레스,19890317,35,188.0,99.0,RO,SSG
52125,가르시아,19930328,31,183.0,88.0,RO,LG
52808,모리만도,19921120,31,183.0,91.0,LO,SSG
65057,이창재,19921229,31,178.0,71.0,LO,KT
65514,강태율,19961101,27,179.0,91.0,RO,롯데
65067,조무근,19910926,32,200.0,123.0,RO,롯데
50411,박주혁,20010518,23,182.0,82.0,RO,삼성
68069,고명성,19990416,25,178.0,68.0,RO,KT
50205,박웅,19971112,26,192.0,103.0,RO,두산
52950,더모디,19900704,33,196.0,86.0,LO,NC
69204,전창민,20000609,23,185.0,80.0,RO,두산
64464,이수민,19950911,28,180.0,94.0,LO,삼성
52063,이상우,20031014,20,190.0,95.0,RO,KT
67606,송후섭,19970618,26,190.0,95.0,RO,KIA
68797,이승관,19991201,24,182.0,95.0,LO,한화
66710,강상원,19970505,27,172.0,64.0,RO,한화
65157,최민창,19960416,28,179.0,76.0,LO,LG
68869,전경원,19990318,25,184.0,95.0,RO,SSG
51668,이승재,20001004,23,182.0,82.0,RO,KIA
52140,김주완,20030827,20,189.0,96.0,LO,LG
51324,프레이타스,19890318,35,188.0,115.0,RO,키움
65362,송우현,19961227,27,181.0,78.0,LO,키움
74359,오주원,19850331,39,184.0,95.0,LO,키움
61457,임현준,19881221,35,185.0,88.0,LU,삼성
51004,알몬테,19890610,34,183.0,92.0,RO,KT
74339,유한준,19810701,42,186.0,97.0,RO,KT
51725,힐리,19920110,32,195.0,104.0,RO,한화
61700,강경학,19920811,31,180.0,72.0,RO,한화
67737,김진영,19920416,32,180.0,89.0,RO,한화
51234,로켓,19940503,30,196.0,102.0,RO,두산
69104,남호,20000720,23,185.0,86.0,LO,두산
69652,터커,19900706,33,183.0,95.0,LO,KIA
73209,나주환,19840614,39,180.0,84.0,RO,KIA
50636,브룩스,19900427,34,193.0,104.0,RO,KIA
50923,알테어,19910114,33,196.0,97.0,RO,NC
78217,김용의,19850820,38,187.0,74.0,RO,LG
50165,라모스,19941228,29,193.0,115.0,RO,LG
67872,로맥,19850930,38,188.0,100.0,RO,SSG
51834,르위키,19920408,32,190.0,88.0,RO,SSG
65515,강로한,19920513,32,181.0,78.0,RO,롯데
76100,이병규,19831009,40,178.0,90.0,LO,롯데
50506,마차도,19920222,32,185.0,91.0,RO,롯데
65399,허정협,19900217,34,184.0,92.0,RO,키움
69439,라이블리,19920305,32,193.0,86.0,RO,삼성
61208,정진호,19881002,35,185.0,78.0,RO,한화
73136,이성열,19840713,39,185.0,102.0,RO,한화
61554,김민하,19890225,35,181.0,88.0,RO,한화
62893,최정민,19890602,34,177.0,72.0,RO,KIA
51619,멩덴,19930219,31,185.0,93.0,RO,KIA
75342,이보근,19860430,38,187.0,90.0,RO,KT
51136,수아레즈,19920911,31,185.0,88.0,LO,LG
68910,이승헌,19951220,28,180.0,93.0,LO,NC
51567,프랑코,19921229,31,189.0,108.0,RO,롯데
66960,정수민,19900401,34,188.0,92.0,RO,SSG
63450,정현,19940601,29,181.0,88.0,RO,SSG
75151,정의윤,19860725,37,185.0,90.0,RO,SSG
76350,김세현,19870807,36,188.0,104.0,RO,SSG
68703,박주홍,19990820,24,178.0,109.0,LO,한화
64554,문동욱,19920107,32,187.0,90.0,RO,한화
50397,박관진,19970326,27,186.0,90.0,RO,키움
51334,스미스,19870807,36,188.0,95.0,RO,키움
76757,유원상,19860617,37,187.0,93.0,RO,KT
73306,지석훈,19840317,40,181.0,74.0,RO,NC
65392,김정인,19960603,27,183.0,70.0,RO,키움
51665,장민기,20011230,22,182.0,88.0,LO,KIA
63634,이홍구,19901211,33,180.0,95.0,RO,KT
68529,이승헌,19981219,25,196.0,97.0,RO,롯데
79229,유희관,19860601,37,180.0,88.0,LO,두산
79293,오현택,19850717,38,180.0,73.0,RU,롯데
65398,임규빈,19910912,32,184.0,101.0,RO,키움
67646,박진태,19941019,29,180.0,83.0,RO,KIA
62353,박정음,19890415,35,175.0,77.0,LO,키움
65304,김은성,19930307,31,179.0,83.0,RO,키움
67164,이찬혁,19980819,25,187.0,90.0,RO,LG
50296,조제영,20010212,23,182.0,89.0,RO,두산
66663,서덕원,19930712,30,183.0,89.0,RO,KIA
66052,남태혁,19910313,33,187.0,107.0,RO,SSG
78813,모창민,19850508,39,188.0,89.0,RO,NC
50365,문찬종,19910323,33,183.0,83.0,RO,키움
62025,이원재,19890520,35,186.0,86.0,RO,NC
79130,강지광,19901023,33,181.0,100.0,RO,SSG
51761,배동현,19980316,26,183.0,83.0,RO,한화
69703,오동욱,20010204,23,185.0,80.0,RO,한화
62908,황윤호,19930922,30,177.0,78.0,RO,KIA
64213,최용제,19910712,32,182.0,90.0,RO,두산
67962,소이현,19990209,25,185.0,93.0,RO,NC
62265,유민상,19890413,35,186.0,101.0,RO,KIA
67259,문대원,19980822,25,187.0,91.0,RO,두산
64890,유서준,19951204,28,180.0,80.0,RO,SSG
50563,박재민,20010827,22,186.0,88.0,LO,롯데
63559,백동훈,19900916,33,184.0,98.0,RO,두산
51594,송재영,20020620,21,187.0,88.0,LO,롯데
62966,최금강,19890426,35,195.0,95.0,RO,NC
67313,브리검,19880210,36,190.0,90.0,RO,키움
69996,노시훈,19980804,25,188.0,95.0,RO,NC
66749,김주현,19931221,30,188.0,103.0,LO,롯데
67588,윤성빈,19990226,25,197.0,90.0,RO,롯데
79440,정인욱,19901218,33,186.0,85.0,RO,한화
69705,조한민,20001020,23,182.0,77.0,RO,한화
50706,장웅정,19970411,27,181.0,76.0,RO,한화
76249,민병헌,19870310,37,178.0,87.0,RO,롯데
66557,한승혁,19960520,28,189.0,83.0,LO,롯데
66968,이재율,19930502,31,185.0,75.0,LO,NC
63914,손정욱,19901224,33,182.0,84.0,LO,NC
50208,오명진,20010904,22,179.0,79.0,RO,두산
71752,김태균,19820529,42,185.0,110.0,RO,한화
65412,권정웅,19921115,31,180.0,88.0,RO,삼성
64498,구준범,19950318,29,175.0,68.0,LO,삼성
64615,차명진,19950303,29,188.0,104.0,RO,KIA
50813,양선률,19970415,27,186.0,91.0,RO,SSG
76455,차우찬,19870531,36,185.0,80.0,LO,LG
63991,박진우,19900212,34,180.0,83.0,RU,NC
66160,유재유,19970303,27,181.0,86.0,RO,두산
50650,최용준,20011219,22,193.0,97.0,RO,KIA
65503,김지수,19961029,27,178.0,78.0,LO,한화
67591,강동호,19940421,30,189.0,118.0,RO,롯데
63895,최민재,19940108,30,180.0,84.0,RO,롯데
51833,가빌리오,19900522,34,185.0,98.0,RO,SSG
51439,몽고메리,19890701,34,196.0,99.0,LO,삼성
75138,신재웅,19820328,42,181.0,85.0,LO,SSG
50298,최세창,20010601,22,187.0,95.0,RO,두산
67008,이대은,19890323,35,189.0,90.0,RO,KT
64759,서균,19920111,32,185.0,81.0,RU,한화
68730,호잉,19890518,35,190.0,92.0,RO,KT
51144,보어,19880528,36,193.0,122.0,RO,LG
71842,정상호,19821224,41,187.0,100.0,RO,SSG
50996,박시원,20010530,22,185.0,85.0,RO,NC
62056,정영일,19881116,35,188.0,98.0,RO,SSG
51309,크레익,19941116,29,190.0,105.0,RO,키움
64704,노태형,19950208,29,182.0,74.0,RO,한화
50905,강태경,20010726,22,188.0,95.0,RO,NC
67122,김태형,19980917,25,190.0,98.0,LO,LG
51714,페레즈,19910326,33,187.0,97.0,RO,한화
67711,김기탁,19980930,25,182.0,82.0,LO,한화
50758,신지후,20010612,22,198.0,105.0,RO,한화
64760,황영국,19951226,28,185.0,83.0,LO,한화
71184,이성우,19810901,42,180.0,91.0,RO,LG
50901,안인산,20010227,23,181.0,95.0,RO,NC
50393,김동욱,19970516,27,178.0,89.0,RO,키움
51762,장규현,20020628,21,183.0,96.0,RO,한화
51767,송호정,20020310,22,185.0,78.0,RO,한화
51645,박건우,19980603,25,193.0,97.0,RO,KIA
64410,백승민,19900709,33,184.0,78.0,LO,삼성
51636,다카하시,19970123,27,183.0,102.0,RO,KIA
66858,정동윤,19971022,26,193.0,103.0,RO,SSG
66556,박선우,19970712,26,188.0,85.0,RO,롯데
68589,김동우,19951001,28,184.0,76.0,RO,롯데
51294,김도윤,20020628,21,181.0,83.0,RO,두산
68614,오정환,19990327,25,185.0,75.0,RO,KIA
51574,최종은,19981012,25,178.0,82.0,RO,롯데
66963,최우재,19970411,27,186.0,90.0,RO,NC
51298,박성재,20021118,21,186.0,115.0,RO,두산
69900,박주찬,19960111,28,178.0,84.0,RO,NC
54815,정현승,20011024,22,180.0,80.0,LO,SSG
52001,안현민,20030822,20,183.0,90.0,RO,KT
69403,양우현,20000413,24,175.0,82.0,RO,삼성
54843,시라카와,20010604,23,0.0,0.0,RO,SSG
50206,최종인,20010501,23,185.0,84.0,RO,두산
64995,배재환,19950224,29,186.0,95.0,RO,NC
51110,이믿음,20000718,23,188.0,80.0,RO,LG
54720,바리아,19960718,27,185.0,95.0,RO,한화
54900,임상현,20050716,18,184.0,89.0,RO,NC
54307,원성준,20000331,24,181.0,80.0,RO,키움
54664,알드레드,19960725,27,191.0,93.0,LO,KIA
54112,최명경,20010614,23,177.0,80.0,RO,LG
54164,김대원,20011107,22,172.0,70.0,RO,LG
50092,윤준혁,20010726,22,186.0,86.0,RO,KT
51407,이창용,19990603,25,184.0,89.0,RO,삼성
50108,함창건,20010818,22,176.0,83.0,LO,LG
69105,김성진,20000317,24,183.0,100.0,RO,LG
53204,박민준,20021021,21,183.0,95.0,RO,두산
54755,와이스,19961210,27,193.0,100.0,RO,한화
